,belongs_to_collection,genres,id,overview,popularity,production_companies,status,tagline,title,vote_average,vote_count,director
18851,American Pie Collection,Comedy,71552,"The characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t and that time and distance can’t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stifler’s mom. Now these lifelong friends have come home as adults to reminisce about – and get inspired by – the hormonal teens who launched a comedy legend.",8.10609,"[{'name': 'Universal Pictures', 'id': 33}]",Released,Save the best piece for last.,American Reunion,6.1,1641.0,"['Jon Hurwitz', 'Hayden Schlossberg']"
4391,,"Crime, Drama, Mystery, Thriller",10675,"Ford plays an American doctor whose wife suddenly vanishes in Paris. To find her, he navigates a puzzling web of language, locale, laissez-faire cops, triplicate-form filling bureaucrats and a defiant, mysterious waif who knows more than she tells.",8.105859,"[{'name': 'The Mount Company', 'id': 1312}, {'name': 'Warner Bros.', 'id': 6194}]",Released,They've taken his wife. Now he's taking action.,Frantic,6.6,232.0,['Roman Polanski']
324,Star Trek: The Next Generation Collection,"Science Fiction, Action, Adventure, Thriller",193,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,8.105708,"[{'name': 'Paramount Pictures', 'id': 4}]",Released,Boldly go.,Star Trek: Generations,6.4,461.0,['David Carson']
6140,,"Comedy, Drama, Romance",14675,"Unfounded suspicions lead a married couple to begin divorce proceedings, whereupon they start undermining each other's attempts to find new romance.",8.105442,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]",Released,Danger! Wild woman on the loose!,The Awful Truth,7.2,48.0,['Leo McCarey']
24684,,"Drama, Thriller",87492,The greatest Olympic Wrestling Champion brother team joins Team Foxcatcher led by multimillionaire sponsor John E. du Pont as they train for the 1988 games in Seoul - a union that leads to unlikely circumstances.,8.10357,"[{'name': 'Likely Story', 'id': 1785}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Annapurna Pictures', 'id': 13184}]",Released,Based on the shocking true story,Foxcatcher,6.5,965.0,['Bennett Miller']
2776,,"Comedy, Drama, Romance",24071,"In the small town of Mumford, a psychologist of the same name moves in and quickly becomes very popular, despite a questionable past.",8.102656,"[{'name': 'Touchstone Pictures', 'id': 9195}]",Released,Some towns have all the fun.,Mumford,6.3,27.0,['Lawrence Kasdan']
28888,,"Drama, Horror, Thriller",228973,A couple on a deep-wilderness hike become hopelessly lost within an aggressive black bear's territory.,8.101355,"[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Fella Films', 'id': 46512}, {'name': 'Northern Ontario Heritage Fund', 'id': 46513}]",Released,Survive.,Backcountry,5.8,159.0,['Adam MacDonald']
14969,,"Comedy, Romance",34016,"When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",8.101247,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Mosaic', 'id': 54634}]",Released,"When she's this hot, You get one shot.",She's Out of My League,5.9,544.0,['Jim Field Smith']
28901,,Horror,291272,"After the death of their college age son, Anne and Paul Sacchetti relocate to the snowswept New England hamlet of Aylesbury, a sleepy village where all is most certainly not as it seems. When strange sounds and eerie feelings convince Anne that her son's spirit is still with them, they invite an eccentric, New Age couple to help them get to the bottom of the mystery.",8.100029,"[{'name': 'Dark Sky Films', 'id': 4592}, {'name': 'Snowfort Pictures', 'id': 7787}]",Released,This house needs a family.,We Are Still Here,5.6,191.0,['Ted Geoghegan']
21270,,"Comedy, Drama, Romance",157386,"A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl.""",8.098964,"[{'name': '21 Laps Entertainment', 'id': 2575}, {'name': 'Andrew Lauren Productions (ALP)', 'id': 19194}, {'name': 'Global Produce', 'id': 30133}, {'name': 'A24', 'id': 41077}]",Released,From the Writers of (500) Days of Summer,The Spectacular Now,6.8,1074.0,['James Ponsoldt']
3414,,"Comedy, Drama, Family",1552,"The story of the Buckman family and friends, attempting to bring up their children. They suffer/enjoy all the events that occur: estranged relatives, the ""black sheep"" of the family, the eccentrics, the skeletons in the closet, and the rebellious teenagers.",8.09806,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]",Released,"A comedy about life, love and the gentle art of raising children.",Parenthood,6.4,177.0,['Ron Howard']
37724,,"Action, Horror",224951,A group of young martial artists infiltrate an underground pit fighting ring where the loser is chopped up and served in a Chinese restaurant.,8.097234,[],Released,,Evil Feed,4.4,10.0,['Kimani Ray Smith']
6190,,"Fantasy, Horror, Science Fiction",14237,A lonely teenage horror-movie fan discovers a mysterious computer game that uses hypnosis to custom-tailor the game into the most terrifying experience imaginable. When he emerges from the hypnotic trance he is horrified to find evidence that the brutal murder depicted in the game actually happened -- and he's the killer.,8.096719,"[{'name': 'Admire Productions Ltd.', 'id': 19765}, {'name': 'Coral Productions', 'id': 19766}, {'name': 'Triumph Films', 'id': 23098}]",Released,Wanna play? I dare you.,Brainscan,6.0,58.0,['John Flynn']
20138,,"Fantasy, Animation, Family, Comedy",22752,"Humorist Robert Benchley attempts to find Walt Disney to ask him to adapt a short story about a gentle dragon who would rather recite poetry than be ferocious. Along the way, he is given a tour of Walt Disney Studios, and learns about the animation process.",8.095106,"[{'name': 'RKO Radio Pictures', 'id': 6}]",Released,The big feature show with a thousand surprises!,The Reluctant Dragon,6.7,26.0,['Hamilton Luske']
3946,,"Thriller, Action, Crime",22048,A voluptuous black woman takes a job as a high-class prostitute in order to get revenge on the mobsters who murdered her boyfriend.,8.094683,"[{'name': 'American International Pictures (AIP)', 'id': 9266}]",Released,A chick with drive who don't take no jive!,Foxy Brown,6.4,51.0,['Jack Hill ']
42395,,"Action, Drama, Thriller",262982,A retired lawman works with a new sheriff when a botched Mexican drug deal and a vicious hit man threaten their border town.,8.093488,"[{'name': 'Atlas Independent', 'id': 18239}]",Released,,The Hollow Point,6.5,53.0,['Gonzalo López-Gallego']
32669,,"Drama, History",245168,Based on true events about the foot soldiers of the early feminist movement who were forced underground to evade the State.,8.093442,"[{'name': 'Ruby Films', 'id': 2054}, {'name': 'Pathé', 'id': 7981}, {'name': 'Film4', 'id': 9349}]",Released,Mothers. Daughters. Rebels.,Suffragette,7.1,440.0,['Sarah Gavron']
2539,Frankenstein (Universal Series),"Drama, Horror, Science Fiction",3035,Henry Frankenstein is a doctor who is trying to discover a way to make the dead walk. He succeeds and creates a monster that has to deal with living again.,8.091603,"[{'name': 'Universal Pictures', 'id': 33}]",Released,The man who made a monster.,Frankenstein,7.3,295.0,['James Whale']
13279,,"Horror, Science Fiction, Thriller",13954,"It's the end of yet another night at Hastings Supermarket, a grocery store in Buck Lake, Arizona. But just before closing, a group of masked and armed to the teeth militants invades the store and take everyone hostage",8.091476,"[{'name': 'Warner Home Video', 'id': 2786}, {'name': 'Flame Ventures', 'id': 3294}, {'name': 'Raw Feed', 'id': 3295}]",Released,,Alien Raiders,5.1,61.0,['Ben Rock']
38819,,"Action, Horror, Science Fiction",384798,"Set in a near future, technology-reliant society that pits man against killing machines. Against this backdrop an elite army unit is helicoptered to a remote, off-the-grid island training facility. What starts out as a simple training exercise for Captain Bukes and his tight-knit unit, descends into a terrifying battle to the death, as the marines discover the island is overrun by an enemy that transcends the human concept of evil.",8.089782,"[{'name': 'Vertigo Films', 'id': 10393}, {'name': 'Bandito', 'id': 78624}]",Released,You can't fight the future.,Kill Command,5.2,203.0,['Steven Gomez']
9028,,"Action, Adventure, Comedy, Romance",11198,"Extremely silly comedy about a self-indulgent private investigator who winds up on a cruise ship full of rich patrons, gorgeous women, murderous terrorists, and scarce food.",8.087053,"[{'name': 'Golden Harvest Company', 'id': 2521}, {'name': 'Golden Way Films Ltd.', 'id': 3054}, {'name': 'Paragon Films Ltd.', 'id': 3055}]",Released,,City Hunter,6.3,68.0,['Wong Jing']
1477,,"Comedy, Romance",2058,"Good-natured astronomer Sam is devastated when the love of his life, Linda, leaves him for a suave Frenchman named Anton. He therefore does what every other normal dumpee would do; go to New York and set up home in the abandoned building opposite his ex-girlfriend's apartment, intent on winning her back and waiting until she decides to leave her current lover.",8.085194,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Outlaw Productions (I)', 'id': 19507}, {'name': 'Miramax', 'id': 53009}]",Released,A Comedy About Lost Loves And Last Laughs,Addicted to Love,6.1,112.0,['Griffin Dunne']
1821,,"Science Fiction, Horror",10513,"In California, an old man (Bela Lugosi) grieves the loss of his wife (Vampira) and on the next day he also dies. However, the space soldier Eros and her mate Tanna use an electric device to resurrect them both and the strong Inspector Clay (Tor Johnson) that was murdered by the couple. Their intention is not to conquest Earth but to stop mankind from developing the powerful bomb ""Solobonite"" that would threaten the universe. When the population of Hollywood and Washington DC sees flying saucers on the sky, a colonel, a police lieutenant, a commercial pilot, his wife and a policeman try to stop the aliens.",8.084953,"[{'name': 'Reynolds Pictures', 'id': 74116}]",Released,Unspeakable Horrors From Outer Space Paralyze The Living And Resurrect The Dead!,Plan 9 from Outer Space,4.4,137.0,['Edward D. Wood Jr.']
941,,"Romance, Western",22356,"Notorious shootist and womanizer Quirt Evans' horse collapses as he passes a Quaker family's home. Quirt has been wounded, and the kindly family takes him in to nurse him back to health against the advice of others. The handsome Evans quickly attracts the affections of their beautiful daughter, Penelope. He develops an affection for the family, but his troubled past follows him.",8.08426,"[{'name': 'Republic Pictures', 'id': 1432}]",Released,He lived only for revenge...She lived only for his love!,Angel and the Badman,6.6,27.0,['James Edward Grant']
9035,,"Comedy, Animation, Adventure",11621,"Porco Rosso, known in Japan as Crimson Pig (Kurenai no Buta) is the sixth animated film by Hayao Miyazaki and released in 1992. You're introduced to an Italian World War I fighter ace, now living as a freelance bounty hunter chasing ""air pirates"" in the Adriatic Sea. He has been given a curse that changed his head to that of a pig. Once called Marco Pagot, he is now known to the world as ""Porco Rosso"", Italian for ""Red Pig.""",8.08304,"[{'name': 'Studio Ghibli', 'id': 10342}]",Released,A Pig's Got to Fly,Porco Rosso,7.6,563.0,['Hayao Miyazaki']
30763,,"Comedy, Drama, Romance",296178,"After false reports of his demise put him and his work on the map, an artist decides to continue the charade by posing as his own brother. Soon, a reporter enters his life and has a profound effect on him.",8.082888,"[{'name': 'Arden Films', 'id': 6694}, {'name': 'Flying Box Productions', 'id': 34588}, {'name': 'Getaway Pictures', 'id': 34589}]",Released,"Love, life and other lies.",Posthumous,6.3,12.0,['Lulu Wang']
42217,,"Comedy, Drama",369778,"The history of the clown Chocolate, the first black circus artist in France, which has a great success in the late 19th century.",8.079555,"[{'name': 'Gaumont', 'id': 9}, {'name': 'M6 Films', 'id': 1115}, {'name': 'Mandarin Cinéma', 'id': 57294}]",Released,The true story of the first black artist.,Chocolat,7.0,219.0,['Roschdy Zem']
744,,"Adventure, Action",9826,The 21st successor to the role of Bengalla's resident superhero must travel to New York to prevent a rich madman from obtaining three magic skulls that would give him the secret to ultimate power.,8.079541,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'The Ladd Company', 'id': 7965}]",Released,Slam Evil!,The Phantom,4.7,138.0,['Simon Wincer']
10359,,"Action, Adventure, Horror, Thriller",9042,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain.",8.077253,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Cinerenta Medienbeteiligungs KG', 'id': 995}, {'name': 'Screen Gems', 'id': 3287}, {'name': 'Cineblue Internationale Filmproduktionsgesellschaft', 'id': 26032}, {'name': 'City Productions', 'id': 26033}]",Released,There are places man was never meant to go.,The Cave,5.2,204.0,['Bruce Hunt']
21659,,"Comedy, Romance",156711,"Obsessed with the BBC production of ""Pride and Prejudice"", a woman travels to a Jane Austen theme park in search for her perfect gentleman.",8.076305,"[{'name': 'Fickle Fish Films', 'id': 19374}, {'name': 'Moxie Pictures', 'id': 19375}]",Released,,Austenland,6.6,192.0,['Jerusha Hess']
14499,,"Action, Thriller, Drama",33273,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",8.075698,"[{'name': 'Telecinco Cinema', 'id': 2674}, {'name': 'Canal+', 'id': 5358}, {'name': 'Vaca Films', 'id': 7345}, {'name': 'La Fabrique 2', 'id': 7346}, {'name': 'Morena Films', 'id': 10031}, {'name': 'Sofica Soficinéma 4', 'id': 11397}]",Released,"To survive inside, he has to become one of them.",Cell 211,7.3,288.0,['Daniel Monzón']
35251,,"Action, Thriller",326425,"A former CIA operative is kidnapped by a group of terrorists. When his son learns there is no plan for his father to be saved, he launches his own rescue operation.",8.075504,"[{'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'Oasis Films', 'id': 33831}, {'name': 'Aperture Entertainment', 'id': 33832}, {'name': 'Twirly Films Limited', 'id': 48129}]",Released,Vengeance runs in the family.,Extraction,4.3,102.0,['Steven C. Miller']
5519,Godzilla (Showa) Collection,"Science Fiction, Horror",18983,"A 400-foot  dinosaur-like beast attacks Tokyo. Filmed in 1954 as Gojira, this grandaddy of all Japanese giant-reptile epics was picked up for American distribution two years later, at which time several newly filmed inserts, featuring Raymond Burr as reporter Steve Martin, were edited into the original footage.",8.07532,"[{'name': 'Toho Company', 'id': 882}, {'name': 'Jewell Enterprises Inc.', 'id': 3582}]",Released,"Incredible, unstoppable titan of terror!","Godzilla, King of the Monsters!",6.8,45.0,"['Ishirô Honda', 'Terry O. Morse']"
19486,,Drama,68722,"Freddie, a volatile, heavy-drinking veteran who suffers from post-traumatic stress disorder, finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion"" he forms after World War II.",8.074218,"[{'name': 'Ghoulardi Film Company', 'id': 178}, {'name': 'The Weinstein Company', 'id': 308}, {'name': 'Annapurna Pictures', 'id': 13184}]",Released,Every Man Needs a Guide,The Master,7.0,720.0,['Paul Thomas Anderson']
9846,,Drama,42222,"At the behest of an old and dear friend, playwright Lillian Hellman undertakes a dangerous mission to smuggle funds into Nazi Germany.",8.074031,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",Released,The story of two women whose friendship suddenly became a matter of life and death.,Julia,6.3,30.0,['Fred Zinnemann']
17007,,"Action, Thriller, Adventure",50456,"A 16-year-old girl raised by her father to be the perfect assassin is dispatched on a mission across Europe. Tracked by a ruthless operatives, she faces startling revelations about her existence and questions about her humanity.",8.071196,"[{'name': 'Focus Features', 'id': 10146}, {'name': 'Neunte Babelsberg Film', 'id': 14684}, {'name': 'Holleran Company', 'id': 21439}, {'name': 'Sechzehnte Babelsberg Film', 'id': 23919}]",Released,Adapt or die.,Hanna,6.5,1284.0,['Joe Wright']
1216,,"Action, Adventure, Drama, Western",3090,"Fred C. Dobbs and Bob Curtin, both down on their luck in Tampico, Mexico in 1925, meet up with a grizzled prospector named Howard and decide to join with him in search of gold in the wilds of central Mexico. Through enormous difficulties, they eventually succeed in finding gold, but bandits, the elements, and most especially greed threaten to turn their success into disaster.",8.070589,"[{'name': 'Warner Bros.', 'id': 6194}]",Released,"The nearer they get to their treasure, the farther they get from the law.",The Treasure of the Sierra Madre,7.9,285.0,['John Huston']
38189,,"Comedy, Drama",356298,"An improv group deals with several crises, including the loss of their lease and one member hitting the big time.",8.067119,"[{'name': 'Cold Iron Pictures', 'id': 3916}, {'name': 'The Film Arcade', 'id': 61901}]",Released,The spotlight's not for everyone.,Don't Think Twice,6.4,161.0,['Mike Birbiglia']
33105,,Drama,295964,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",8.066726,"[{'name': 'Double Feature Films', 'id': 215}, {'name': 'PeaPie Films', 'id': 32243}, {'name': '3 Arts Entertainment', 'id': 36390}]",Released,Never underestimate a man with everything to lose.,Burnt,6.3,974.0,['John Wells']
4802,,"Action, Thriller",10656,"Fred, a raffish safe blower, takes refuge in the Paris Metro after being chased by the henchmen of a shady businessman from whom he has just stolen some documents. While hiding out in the back rooms and conduits of the Metro, Fred encounters a subterranean society of eccentric characters and petty criminals. Despite being pursued by the henchmen, Fred finds the time to flirt with Héléna, blow a safe, rob a train, evade the hapless Metro police, and start a rock band",8.066663,"[{'name': 'Gaumont', 'id': 9}]",Released,An underground story where lives intertwine,Subway,6.3,89.0,['Luc Besson']
18357,Alvin and the Chipmunks Collection,"Comedy, Fantasy, Family, Music, Animation",55301,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",8.066393,"[{'name': 'Fox 2000 Pictures', 'id': 711}]",Released,This holiday it's gonna get squeaky.,Alvin and the Chipmunks: Chipwrecked,5.4,499.0,['Mike Mitchell']
4877,,"Drama, Romance",11086,"Set in 1951, a blacklisted Hollywood writer gets into a car accident, loses his memory and settles down in a small town where he is mistaken for a long-lost son.",8.063684,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Darkwoods Productions', 'id': 3982}]",Released,Sometimes your life comes into focus one frame at a time.,The Majestic,6.6,193.0,['Frank Darabont']
17728,,"Action, Thriller, Crime, Drama",62835,"Zoe Saldana plays a young woman who, after witnessing her parents’ murder as a child in Bogota, grows up to be a stone-cold assassin. She works for her uncle as a hitman by day, but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target: the mobster responsible for her parents' death.",8.062578,"[{'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'Grive Productions', 'id': 6877}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'A.J.O.Z. Films', 'id': 11473}]",Released,Revenge is beautiful.,Colombiana,6.5,848.0,['Olivier Megaton']
6743,,"Crime, Drama, Mystery, Thriller",4997,"On the afternoon of July 1, 1981, Los Angeles police responded to a distress call on Wonderland Avenue and discovered a grisly quadruple homicide. The police investigation that followed uncovered two versions of the events leading up to the brutal murders - both involving legendary porn actor John Holmes. You're about to experience both versions.",8.062123,"[{'name': 'Lions Gate Films', 'id': 35}]",Released,"Sex, drugs, murder. Welcome to L.A.",Wonderland,6.2,73.0,['James Cox']
13040,,"Adventure, Family, Fantasy",13600,"For generations, the people of the City of Ember have flourished in an amazing world of glittering lights. But Ember's once powerful generator is failing and the great lamps that illuminate the city are starting to flicker. Now, two teenagers, in a race against time, must search Ember for clues that will unlock the ancient mystery of the city's existence, before the the lights go out forever.",8.061467,"[{'name': 'Playtone', 'id': 4171}, {'name': 'Walden Media', 'id': 10221}]",Released,Escape is the only option,City of Ember,6.2,614.0,['Gil Kenan']
10257,,"Adventure, Comedy, Family",11459,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",8.061423,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Gunn Films', 'id': 3538}, {'name': 'Max Stronghold Productions Inc.', 'id': 56980}]",Released,Saving The World... One Homework Assignment At A Time.,Sky High,5.8,568.0,['Mike Mitchell']
3579,The Toxic Avenger Collection,"Science Fiction, Action, Comedy, Horror",15239,Tromaville has a monstrous new hero. The Toxic Avenger is born when mop boy Melvin Junko falls into a vat of toxic waste. Now evildoers will have a lot to lose.,8.061088,"[{'name': 'Troma Entertainment', 'id': 3052}]",Released,He was 98lbs. of solid nerd until he became...,The Toxic Avenger,6.3,116.0,"['Lloyd Kaufman', 'Michael Herz']"
22922,,"Comedy, Romance",225565,"Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another.",8.060403,"[{'name': 'Treehouse Pictures', 'id': 14580}]",Released,When you realize getting some means wanting more.,That Awkward Moment,6.1,1020.0,['Tom Gormican']
29586,Batman Unlimited Collection,"Action, Animation, Family",327418,"Gotham City is under siege by a series of bizarre crimes and only the world's greatest detective, Batman, can unravel the mystery! The trail leads to none other than the Penguin and his Animilitia, an animal-inspired squad of villains including Silverback, Cheetah, Killer Croc and the monstrous Man-Bat.",8.059946,"[{'name': 'Warner Bros. Animation', 'id': 2785}]",Released,"Hi-Tech, High Stakes, High Danger!",Batman Unlimited: Animal Instincts,5.5,54.0,['Butch Lukic']
13850,,"Comedy, Romance, Drama",18240,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",8.058337,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Mandeville Films', 'id': 10227}, {'name': 'Kurtzman/Orci', 'id': 12536}]",Released,Here comes the bribe...,The Proposal,6.7,1858.0,['Anne Fletcher']
3950,,Comedy,2018,"Mary Fiore, San Francisco's premiere wedding planner is rescued from an accident by the man of her dreams, pediatrician Steve Edison, only to find he is the fiancé of her latest client, wealthy Fran Donnolly. As Mary continues making the wedding arrangements, she and Steve are put into a string of uncomfortable situations that force them to face their mutual attraction.",8.056016,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Intermedia Films', 'id': 763}, {'name': 'Dee Gee Entertainment', 'id': 869}, {'name': 'Tapestry Films', 'id': 870}, {'name': 'Prufrock Pictures', 'id': 34207}, {'name': 'IMF Internationale Medien und Film GmbH & Co. Produktions KG', 'id': 65403}]",Released,His big day is her big problem.,The Wedding Planner,5.4,433.0,['Adam Shankman']
4949,,"Drama, Romance",10229,"When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon.",8.054499,"[{'name': 'DiNovi Pictures', 'id': 813}, {'name': 'Pandora Pictures', 'id': 5329}, {'name': 'Gaylord Films', 'id': 5367}, {'name': 'Warner Bros.', 'id': 6194}]",Released,She didn't belong. She was misunderstood. And she would change him forever.,A Walk to Remember,7.5,1057.0,['Adam Shankman']
8381,,Horror,24106,American honeymooners in Hungary are trapped in the home of a Satan-worshiping priest when the bride is taken there for medical help following a road accident.,8.053913,"[{'name': 'Universal Pictures', 'id': 33}]",Released,Things you never said before nor even dreamed of!,The Black Cat,6.5,54.0,['Edgar G. Ulmer']
9791,,Drama,34614,"In a decript apartment, a young man watches as his father and a friend shoot an amateur porn film. Issues of morality, reality TV and friendship are explored.",8.05287,"[{'name': 'Zentropa Entertainments', 'id': 76}, {'name': 'Nordisk Film', 'id': 235}, {'name': 'Memfis Film', 'id': 321}, {'name': 'Film i Väst', 'id': 6417}, {'name': 'Svenska Filminstitutet (SFI)', 'id': 7446}, {'name': 'SVT Drama, Göteborg', 'id': 93127}]",Released,,A Hole in My Heart,4.5,22.0,['Lukas Moodysson']
7643,,"Drama, War",1786,"A French boarding school run by priests seems to be a haven from World War II until a new student arrives. He becomes the roommate of top student in his class. Rivals at first, the roommates form a bond and share a secret.",8.052387,"[{'name': 'Centre National de la Cinématographie', 'id': 310}, {'name': 'Nouvelles Éditions de Films (NEF)', 'id': 753}, {'name': 'Stella Films', 'id': 754}, {'name': 'MK2 Productions', 'id': 9209}, {'name': 'N.E.F. Filmproduktion und Vertriebs (I)', 'id': 11253}, {'name': 'Soficas Investimages', 'id': 11254}, {'name': 'Images Investissements', 'id': 11255}, {'name': 'Sofica Créations', 'id': 11256}, {'name': 'Rai Uno Radiotelevisione', 'id': 11257}]",Released,,Au Revoir les Enfants,7.5,137.0,['Louis Malle']
538,,"Comedy, Crime, Romance",10442,"Just after a bad breakup, Charlie MacKenzie falls for lovely butcher Harriet Michaels and introduces her to his parents. But, as voracious consumers of sensational tabloids, his parents soon come to suspect that Harriet is actually a notorious serial killer -- ""Mrs. X"" -- wanted in connection with a string of bizarre honeymoon killings. Thinking his parents foolish, Charlie proposes to Harriet. But while on his honeymoon with her, he begins to fear they were right.",8.051914,"[{'name': 'TriStar Pictures', 'id': 559}]",Released,The honeymoon was killer.,So I Married an Axe Murderer,6.1,131.0,['Thomas Schlamme']
1066,Weekend at Bernie's Collection,Comedy,8491,"Two friends are invited for a weekend to a luxury island with their boss. The boss gets shot and nobody seems to notice, except for the two friends. In order not to become suspects of murder they treat the body as a puppet and make people believe he's still alive. The killer wants to do his job so when he is informed that the stiff is still alive he's got to shoot him again, and again, and again.",8.051891,"[{'name': 'Gladden Entertainment', 'id': 1648}]",Released,"Bernie may be dead, but he's still the life of the party!",Weekend at Bernie's,6.4,255.0,['Ted Kotcheff']
14428,The Boondock Saints Collection,"Action, Thriller, Crime",22821,"Skillfully framed by an unknown enemy for the murder of a priest, wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston.",8.051448,"[{'name': 'Chris Brinker Productions', 'id': 2461}, {'name': 'Stage 6 Films', 'id': 11341}]",Released,The Saints Are Calling,The Boondock Saints II: All Saints Day,5.8,264.0,['Troy Duffy']
3417,,"Romance, Crime, Drama",11027,This remake of the 1946 movie of the same name accounts an affair between a seedy drifter and a seductive wife of a roadside cafe owner. This begins a chain of events that culminates in murder. Based on a novel by James M. Cain.,8.049042,"[{'name': 'Lorimar Film Entertainment', 'id': 1176}, {'name': 'CIP Filmproduktion GmbH', 'id': 14309}, {'name': 'Northstar International', 'id': 21541}]",Released,You Will Feel The Heat,The Postman Always Rings Twice,6.4,115.0,['Bob Rafelson']
41166,,"Romance, Drama, Music",319096,Chronicles Whitney Houston's rise to fame and turbulent relationship with husband Bobby Brown.,8.048503,"[{'name': 'Silver Screen Pictures', 'id': 12799}, {'name': 'Sanitsky Company', 'id': 53716}]",Released,,Whitney,5.0,32.0,['Angela Bassett']
17818,,"Drama, Thriller",64639,"L.A. screenwriter David Sumner relocates with his wife, Amy, to her hometown in the deep South. There, while tensions build between them, a brewing conflict with locals becomes a threat to them both.",8.048422,"[{'name': 'Battleplan Productions', 'id': 2108}]",Released,Everyone Has A Breaking Point,Straw Dogs,5.5,147.0,['Rod Lurie']
21665,,"Crime, Comedy, Action",112205,"The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.",8.047735,"[{'name': 'Canal Plus', 'id': 104}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Grive Productions', 'id': 6877}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'TF1', 'id': 22123}, {'name': 'Malavita', 'id': 31824}]",Released,Some call it organized crime. Others call it family.,The Family,6.1,1052.0,['Luc Besson']
